Code,Year,Emissions-Transfers
NZL,2000,-0.873
NZL,2001,-0.606
NZL,2002,-0.802
NZL,2003,-0.585
NZL,2004,-1.094
NZL,2005,-1.088
NZL,2006,-0.562
NZL,2007,-1.019
NZL,2008,-1.142
NZL,2009,-0.464
NZL,2010,-0.585
NZL,2011,-1.147
NZL,2012,-0.958
NZL,2013,-1.191
NZL,2014,-1.248
NZL,2015,-1.099
NZL,2016,-1.310
Non KP Annex B,1990,72.311
Non KP Annex B,1991,58.448
Non KP Annex B,1992,82.356
Non KP Annex B,1993,96.420
Non KP Annex B,1994,104.458
Non KP Annex B,1995,114.761
Non KP Annex B,1996,118.531
Non KP Annex B,1997,125.825
Non KP Annex B,1998,150.509
Non KP Annex B,1999,192.322
Non KP Annex B,2000,224.124
Non KP Annex B,2001,210.325
Non KP Annex B,2002,244.710
Non KP Annex B,2003,233.195
Non KP Annex B,2004,282.910
Non KP Annex B,2005,299.488
Non KP Annex B,2006,356.208
Non KP Annex B,2007,363.590
Non KP Annex B,2008,355.866
Non KP Annex B,2009,319.317
Non KP Annex B,2010,332.884
Non KP Annex B,2011,390.127
Non KP Annex B,2012,357.441
Non KP Annex B,2013,333.671
Non KP Annex B,2014,347.773
Non KP Annex B,2015,299.455
Non KP Annex B,2016,291.481
Non-OECD,1990,234.259
Non-OECD,1991,283.022
Non-OECD,1992,235.652
Non-OECD,1993,253.075
Non-OECD,1994,269.607
Non-OECD,1995,292.728
Non-OECD,1996,261.865
Non-OECD,1997,273.754
Non-OECD,1998,300.215
Non-OECD,1999,320.343
Non-OECD,2000,353.052
Non-OECD,2001,321.757
Non-OECD,2002,367.648
Non-OECD,2003,362.933
Non-OECD,2004,419.191
Non-OECD,2005,434.950
Non-OECD,2006,506.161
Non-OECD,2007,494.614
Non-OECD,2008,483.832
Non-OECD,2009,433.824
Non-OECD,2010,460.665
Non-OECD,2011,503.989
Non-OECD,2012,464.646
Non-OECD,2013,442.780
Non-OECD,2014,457.115
Non-OECD,2015,412.296
Non-OECD,2016,403.211
North America,1990,3.764
North America,1991,-1.511
North America,1992,7.505
North America,1993,3.309
North America,1994,1.320
North America,1995,2.299
North America,1996,7.505
North America,1997,-5.019
North America,1998,-35.544
North America,1999,-63.803
North America,2000,-81.387
North America,2001,-79.878
North America,2002,-102.531
North America,2003,-100.314
North America,2004,-118.776
North America,2005,-128.101
North America,2006,-149.781
North America,2007,-134.088
North America,2008,-118.154
North America,2009,-105.887
North America,2010,-114.632
North America,2011,-126.780
North America,2012,-138.753
North America,2013,-131.833
North America,2014,-132.461
North America,2015,-124.253
North America,2016,-122.709
OECD,1990,-234.210
OECD,1991,-282.900
OECD,1992,-235.561
OECD,1993,-253.000
OECD,1994,-269.521
OECD,1995,-292.621
OECD,1996,-261.721
